,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),skills,name
959,2,2,1,0,"C Programming, Data Analytics, MS-Excel, MS-Office, Machine Learning, MySQL, Python, SQL, Data Science, Natural Language Processing (NLP)",1043
960,2,2,1,1,"English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, Blockchain, C Programming, CSS, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Eclipse (IDE), English Proficiency (Spoken), Ethical Hacking, Git, Hadoop, Machine Learning, Physics, Power BI, Python, VS Code, Video Editing, Algorithms, BIG DATA ANALYTICS, C++ Programming, Computer Networks, Deep Learning, Ethereum, HTML, Java, JavaScript, Natural Language Processing (NLP), SQL, STATA",1044
961,2,2,0,1,"English Proficiency (Spoken), English Proficiency (Written), C Programming, Data Analytics, Data Science, Java, MS-Excel, MS-PowerPoint, Machine Learning, Python, Data Structures, Deep Learning, R Programming, SQL",1046
962,2,2,2,1,"CSS, Data Analytics, HTML, MS-Excel, MS-Office, SQL, WordPress, Business Analysis, Data Science, Machine Learning, Natural Language Processing (NLP), Python, Tableau, jQuery, Deep Learning, Search Engine Optimization (SEO)",1047
963,1,2,0,1,"Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, Machine Learning, MySQL, SQL, C++ Programming, CSS, Data Analytics, Deep Learning, MongoDB, Power BI, Python, R Programming, Research and Analytics, Tableau",1048
964,2,2,0,1,"Malayalam, Mathematics, R Programming, Statistical Modeling, Statistics, BIG DATA ANALYTICS, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Written), HTML, MS-Word, Machine Learning, MySQL, Python, Business Analysis, Business Research, C Programming, Computer Vision, Data Structures, Deep Learning, Google Analytics, Hadoop, MS SQL Server, MS-Excel, Power BI, Research and Analytics, SQL, Tableau",1049
965,3,2,0,2,"C Programming, Flask, Python, Artificial intelligence, C++ Programming, Database Management System (DBMS), Deep Learning, MS-Excel, Machine Learning, MySQL",1050
966,3,2,0,0,"MS-Excel, MS-Word, Python, Ethical Hacking, Machine Learning, JavaScript",1051
967,2,2,2,0,"English Proficiency (Spoken), Artificial Intelligence, Data Analytics, Data Science, Data Structures, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, R Programming, Statistics",1052
968,1,0,0,0,"Business Analysis, Data Analytics, Data Science, Python",1053
969,2,1,0,0,"CSS, Database Management System (DBMS), English Proficiency (Spoken), Flutter, HTML, MS-Excel, MS-PowerPoint, Python, SQL, Android, Artificial Intelligence, JavaScript, Machine Learning",1054
970,2,1,0,0,"CSS, Data Analytics, Data Science, Data Structures, HTML, JavaScript, Python, ReactJS, Artificial intelligence, Bootstrap, C++ Programming, Django, Machine Learning, Node.js, WordPress, jQuery",1055
971,2,3,0,0,"Machine Learning, Arduino, C++ Programming, CSS, Computer Vision, HTML, Internet of Things (IoT), Java, Python",1056
972,3,2,0,2,"Python, Data Structures, Deep Learning, Machine Learning, Computer Vision, Data Science",1058
973,2,1,0,0,"MS-Excel, MS-Office, Python, Machine Learning, R Programming",1059
974,3,0,0,0,"C Programming, HTML, Java, JavaScript, Python, Figma, UI & UX Design",1060
975,1,1,0,1,"English Proficiency (Spoken), English Proficiency (Written), C++ Programming, CSS, Data Structures, HTML, JavaScript, MS-Excel, MS-PowerPoint, Microsoft Visual Studio, SQL, Tailwind CSS, Algorithms, Computer Vision, Deep Learning, Machine Learning, Python, ReactJS, Sanskrit Proficiency (written)",1061
976,3,3,2,0,"Business Analysis, Business Research, Data Analytics, Data Science, Machine Learning, Power BI, Python, SQL, Statistical Modeling, Tableau, Data Structures, Jira, Natural Language Processing (NLP), Product Management, Project Management",1062
977,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Machine Learning, MySQL, Python, Statistical Modeling",1063
978,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Artificial Intelligence, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), HTML, Machine Learning, Market Research, MySQL, Neural Networks, Online Teaching, Python, Research and Analytics, Robotic Process Automation (RPA), Teaching, VS Code",1064
979,1,1,0,0,"Machine Learning, Python",1065
980,2,2,0,0,"Data Science, Machine Learning, Python",1066
981,2,2,2,2,"Algorithms, Artificial Intelligence, C Programming, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), Neural Networks, Python, C++ Programming",1067
982,3,3,2,3,"Deep Learning, Machine Learning, Python, Computer Vision, Natural Language Processing (NLP)",1068
983,0,2,0,0,"CSS, HTML, JavaScript, MS-Excel, Machine Learning, ReactJS",1069
984,3,2,0,2,"Python, Artificial Intelligence, C Programming, C++ Programming, Deep Learning, Linux, Machine Learning, JavaScript, R Programming",1070
985,2,0,0,0,"British English, English Proficiency (Written), MS-Excel, SQL, Canva, Data Analytics, Power BI, Python, Tableau",1071
986,2,1,0,0,"Python, Android, Data Science, Data Structures, Java, Machine Learning",1073
987,3,3,3,3,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Statistics, Tableau",1074
988,2,2,0,0,"C Programming, CSS, Database Management System (DBMS), Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), HTML, SQL, C++ Programming, Creative Writing, Data Structures, MS-Excel, Machine Learning, Python, Social Media Marketing, Video Making",1075
989,3,3,2,2,"C Programming, C++ Programming, CSS, HTML, Machine Learning, Python, SQL, Deep Learning, Natural Language Processing (NLP)",1076
990,2,0,0,0,"Adobe Photoshop, C Programming, Data Structures, Database Management System (DBMS), Java, Python",1077
991,2,2,0,1,"Artificial Intelligence, Data Analytics, Data Science, MS-Excel, Machine Learning, Power BI, Python, R Programming, SQL, Data Structures, Deep Learning",1078
992,2,2,2,1,"MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, Python, SQL, Deep Learning",1079
993,2,2,0,0,"MS-Excel, Machine Learning, Power BI, Python, SQL, Tableau",1081
994,2,0,0,0,"JavaScript, Python, ReactJS",1082
995,0,0,0,0,"Java, CSS, HTML, JavaScript",1083
996,3,3,0,1,"Computer Vision, Data Analytics, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, SQL, Adobe XD, CSS, Content Writing, Data Structures, Figma, HTML, JavaScript, MS-Excel, MySQL, PostgreSQL, ReactJS, Tailwind CSS, Deep Learning, Node.js, PHP, Product Management",1084
997,2,3,2,2,"Cloud Computing, Data Science, Data Structures, MS-Excel, Machine Learning, Bootstrap, CSS, Computer Vision, Content Writing, Data Analytics, Deep Learning, HTML, JavaScript, Natural Language Processing (NLP), Neural Networks, Node.js, Python, SQL, MySQL, ReactJS, jQuery",1085
998,3,3,0,0,"Algorithms, Git, GitHub, Machine Learning, Python, C Programming, CSS, Data Science, Data Structures, HTML, MySQL, SQL",1086
999,2,2,0,0,"C++ Programming, CSS, Data Analytics, Data Science, HTML, JavaScript, MS-Excel, Machine Learning, Node.js, Power BI, Python, React Native, SQL, Tableau",1087
1000,2,2,0,0,"MS-Excel, Machine Learning, Python, SQL, Tableau",1088
1001,0,0,0,0,"Dietetics/Nutrition, Figma, UI & UX Design, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, HTML, MS-Excel, MS-Office, Search Engine Optimization (SEO), Social Media Marketing, WordPress",1089
1002,2,0,0,0,"MS-Excel, Power BI, Python, SQL",1090
1003,2,0,0,0,"HTML, MySQL, PHP, CSS, Java, JavaScript, Python, Node.js, ReactJS",1091
1004,0,0,0,0,Embedded Systems,1092
1005,2,2,0,2,"Data Science, Data Structures, Deep Learning, Django, Flask, JavaScript, Machine Learning, Python, C Programming, Computer Vision, Data Analytics, OpenCV, Power BI, SQL",1093
1006,2,2,1,1,"MS-Excel, Database Management System (DBMS), Machine Learning, Power BI, Python, SQL, Statistics, Deep Learning, Natural Language Processing (NLP)",1094
1007,2,2,0,0,"Data Science, MS-Excel, Machine Learning, Python, SQL, C Programming, MATLAB, R Programming",1095
1008,3,2,0,0,"Python, Machine Learning, SQL",1096
1009,2,2,0,0,"SQL, Artificial intelligence, C Programming, Data Science, MATLAB, MS-Excel, Machine Learning, Python, Tableau, Data Analytics",1097
1010,2,0,0,0,"Python, C++ Programming, English Proficiency (Spoken), English Proficiency (Written)",1098
1011,2,2,0,0,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Hindi Proficiency (Written), MS-Excel, MS-PowerPoint, MS-Word, Tamil Proficiency (Spoken), Tamil Proficiency (Written), Data Analytics, Data Science, Machine Learning, NoSQL, PostgreSQL, Python, SQL",1099
1012,2,2,0,0,"English Proficiency (Written), Mathematics, Statistics, Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL",1100
1013,1,1,0,1,"C Programming, C++ Programming, Data Structures, Database Management System (DBMS), Java, Artificial Intelligence, Deep Learning, Machine Learning, Python",1101
1014,3,3,2,3,"Deep Learning, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Research and Analytics, Data Analytics, Data Science, Natural Language Processing (NLP), R Programming, REST API",1102
1015,0,0,0,0,"Algorithms, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), Design Thinking, HTML, JavaScript, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, SQL",1103
1016,3,2,1,1,"Python, Algorithms, Computer Vision, Data Science, Data Structures, Machine Learning, Data Analytics, Deep Learning, MS-Excel, Natural Language Processing (NLP), Neural Networks",1104
1017,2,2,2,0,"Data Analytics, HTML, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL, Statistics, Data Science, REST API, SQLite",1106
1018,2,1,0,0,"C++ Programming, Computer Vision, English Proficiency (Spoken), English Proficiency (Written), HTML, JavaScript, Python, CSS, Data Science, Internet of Things (IoT), Machine Learning, R Programming, SQL",1107
1019,2,2,0,1,"Machine Learning, Python, Deep Learning",1108
1020,2,2,2,0,"Data Science, Machine Learning, Natural Language Processing (NLP), PostgreSQL, Python, SQL",1109
1021,2,2,0,0,"Algorithms, C Programming, C++ Programming, Data Science, Java, Machine Learning, Python, SQL",1110
1022,2,2,0,2,"Amazon Web Services (AWS), C Programming, Computer Networking, Deep Learning, Embedded Systems, HTML, Machine Learning, Python, ARM Microcontroller",1111
1023,2,2,2,1,"Artificial Intelligence, Data Analytics, Data Science, Data Structures, MS-Excel, MS-Word, Machine Learning, Natural Language Processing (NLP), Neural Networks, Power BI, Python, Tableau, BIG DATA ANALYTICS, Computer Vision, Database Management System (DBMS), Deep Learning, Image Processing, MySQL, R Programming",1112
1024,3,0,0,0,"English Proficiency (Written), MS-Excel, Python, Database Management System (DBMS), English Proficiency (Spoken), Google Analytics, MySQL, Artificial intelligence, Data Analytics",1113
1025,2,0,0,0,"Adobe Photoshop, Canva, CSS, HTML, Java, MySQL, Python, JavaScript",1114
1026,2,1,0,0,"MS-Excel, MS-PowerPoint, MS-Word, Python, AutoCAD, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Image Processing, Machine Learning, MongoDB, MySQL",1115
1027,1,1,0,0,"Data Analytics, MS-Excel, Power BI, SQL, Machine Learning, Python",1116
1028,2,2,0,0,"CSS, Data Science, Django, Machine Learning, Python, HTML",1117
1029,1,0,0,0,"C++ Programming, Database Management System (DBMS), MS-Office, SQL, Java, Python, Unix, Visual Basic (VB)",1118
1030,2,2,0,0,"Bootstrap, CSS, Data Science, HTML, Java, JavaScript, Machine Learning, Python",1119
1031,2,0,0,0,"Data Analytics, Data Science, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Power BI, Project Management, Python, MySQL",1120
1032,3,3,2,3,"Data Analytics, Data Science, Data Structures, Deep Learning, Machine Learning, MySQL, NoSQL, PostgreSQL, Python, SQL, Algorithms, C++ Programming, Computer Vision, Django, Docker, Git, GitHub, Natural Language Processing (NLP), Neural Networks, Amazon Web Server (AWS)",1121
1033,2,0,0,0,"Content Writing, Hindi Proficiency (Spoken), Instagram Marketing, Kannada Proficiency (Spoken), Kannada Proficiency (Written), Social Media Marketing, Acting technique, Adobe Photoshop Lightroom CC, Audio Editing, C Programming, C++ Programming, Content Marketing, Creative Writing, English Proficiency (Spoken), English Proficiency (Written), HTML, Hindi Proficiency (Written), JavaScript, MySQL, Python, Sanskrit Proficiency (written), Stock Trading, Video Editing, Video Making, WordPress, Adobe Photoshop, Bootstrap, CSS, Microsoft Azure, PHP, ReactJS, Sanskrit Proficiency (spoken)",1122
1034,2,0,0,0,"English Proficiency (Written), English Proficiency (Spoken), Python, MS-Excel",1123
1035,2,2,0,0,"MS-Excel, Machine Learning, Power BI, Python, SQL, Tableau",1124
1036,2,1,1,1,"English Proficiency (Written), Artificial intelligence, Business Research, C++ Programming, Computer Vision, Data Structures, Database Management System (DBMS), English Proficiency (Spoken), Git, GitHub, Java, MS-Excel, MS-Office, MS-Word, Mathematics, MySQL, Python, R Programming, Robotic Process Automation (RPA), SQL, Statistics, Tableau, UiPath, Arduino, Business Analysis, C Programming, Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP), Research and Analytics, Selenium",1125
1037,2,2,1,1,"Creative Writing, Manual Testing, MySQL, SQL, Search Engine Optimization (SEO), Angular 7.0, AngularJS, Business Research, CSS, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Database Testing, Django, English Proficiency (Spoken), English Proficiency (Written), GUI Testing, Google Analytics, HTML, Java, JavaScript, MS-Excel, MS-PowerPoint, Machine Learning, Microsoft Azure, Node.js, Postman, Python, Quality Assurance/Quality Control (QA/QC), R Programming, ReactJS, Research and Analytics, SCSS, Selenium, Software Testing, Tableau, TypeScript, Amazon Web Services (AWS), Artificial Intelligence, Computer Vision, Deep Learning, GitHub, Hadoop, Linux, Natural Language Processing (NLP), OpenCV, Power BI, Product Management, REST API, Vector Dynamics",1126
1038,1,2,1,1,"Machine Learning, Deep Learning, Natural Language Processing (NLP), Power BI, Python, R Programming, SQL, Tableau",1127
1039,1,0,0,0,"CSS, JavaScript, C++ Programming, HTML, Python",1128
1040,2,1,0,0,"Algorithms, Data Structures, Django, English Proficiency (Spoken), English Proficiency (Written), Git, GitHub, Linux, Postman, Python, Amazon Web Services (AWS), Bootstrap, Data Science, FastAPI, JavaScript, Machine Learning, Microsoft Azure, MongoDB, MySQL, Node.js, PostgreSQL, REST API, SQL, Selenium",1129
1041,2,2,2,0,"HTML, Artificial Intelligence, Data Analytics, Data Science, Flask, JavaScript, Machine Learning, Natural Language Processing (NLP), Python, Image Processing",1130
1042,2,2,0,0,"C Programming, Data Structures, MS-Excel, Machine Learning, OpenCV, Python, Data Science",1131
1043,2,2,0,2,"Data Analytics, Amazon Web Services (AWS), Data Science, Deep Learning, Machine Learning, Python, SQL, Tableau",1132
1044,3,3,2,3,"Deep Learning, Docker, HTML, MS-Office, Machine Learning, Mathematics, Python, Statistics, Algorithms, C++ Programming, Computer Vision, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Git, Google Cloud Computing, Linux, Natural Language Processing (NLP), SQL, Tableau",1133
1045,3,1,3,3,"Data Science, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MySQL, Natural Language Processing (NLP), Python, SQL, C++ Programming, Data Analytics, Data Structures, Elasticsearch, MongoDB, Power BI, Tableau, Git, Machine Learning",1134
